fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH_group,sulphates,alcohol,target
-0.5233337467898911,0.9322279811374263,-1.3970784101809242,-0.45923911671638806,-0.24444030478490203,-0.46552581360702283,-0.38143596691073506,0.5877671864989618,1,-0.5789798962309362,-0.9829530529348236,0
-0.2922469668324684,1.916295890138601,-1.3970784101809242,0.06118343076586076,0.20445871237992572,0.8772275923721178,0.6066096931354711,0.050814183862816255,0,0.1264204008091364,-0.5943862385357983,0
-0.2922469668324684,1.2602506174711514,-1.1918595318679042,-0.16185480386938886,0.08203170769860899,-0.08188198332726836,0.21737958463242016,0.15820478439003344,0,-0.049929673450881874,-0.5943862385357983,0
1.6719906628056265,-1.3639304731986468,1.4759858862013546,-0.45923911671638806,-0.26484480556512147,0.10993993181260889,0.39702425009536674,0.6951577870261789,0,-0.46141318005759124,-0.5943862385357983,1
-0.5233337467898911,0.7135462235816102,-1.3970784101809242,-0.5335851949281377,-0.26484480556512147,-0.2737038984671456,-0.20179130144778848,0.5877671864989618,1,-0.5789798962309362,-0.9829530529348236,0
-0.23447527184311237,0.3855235872478851,-1.0892500927113942,-0.6822773513516374,-0.3872718102464379,-0.08188198332726836,0.36708347251820894,-0.1639670171916777,1,-1.1668134770976635,-0.9829530529348236,0
-0.5811054417792472,0.658875784192656,-1.3970784101809242,-0.9796616641986367,-0.4688898133673158,-0.08188198332726836,-0.770666075413786,-1.1304824219366918,1,-1.108030119010991,-0.4001028313362866,1
-0.2922469668324684,0.2761827084699768,-1.294468971024414,-0.3848930385046382,-0.3056538071255604,-0.6573477287469001,-0.8604884081452592,0.050814183862816255,1,-0.520196538144264,-0.8858113493350677,1
-0.46556205180053556,-0.16118080664165607,0.44989149463625483,2.6632961681771037,-0.3464628086859993,0.10993993181260889,1.6545369083359927,0.5877671864989618,1,0.831820697849209,0.08560568666249445,0
-0.9277356117153814,0.2761827084699768,-0.9866406535548842,-0.5335851949281377,0.18405421159970625,-0.08188198332726836,0.5467281379811555,-0.4324435185097206,0,-0.6965466124042816,-1.177236460134337,0
-1.5632242565982948,0.4675292463313164,-1.3970784101809242,-0.6822773513516374,0.020818205357950616,0.014028974242670262,0.36708347251820894,-1.2915683227275772,1,-0.8141133285776272,-0.4972445349360425,0
-0.2922469668324684,0.4401940266368393,0.09075845758847001,-0.6822773513516374,0.5309307248634367,-0.6573477287469001,-0.5311398547965238,0.37298598544446776,0,5.299355912436336,-1.274378163734093,0
0.3432416780504451,0.4948644660257935,-0.4735934577723346,0.9533363693068583,1.7960097732370415,3.4668234467604604,2.9419903441537767,1.0173295886078901,0,1.3020875625425905,-1.177236460134337,0
0.3432416780504451,0.4948644660257935,-0.4222887381940796,1.0276824475186082,1.6735827685557254,3.3709124891905216,3.03181267688525,1.0173295886078901,0,1.5960043529759542,-1.177236460134337,0
0.11215489809302188,-1.3639304731986468,1.4759858862013546,-0.5335851949281377,0.08203170769860899,1.836337168071504,1.6844776859131505,0.10450948412642484,1,0.5379039074158452,0.08560568666249445,1
-0.1189318818644013,0.166841829692069,0.03945373801021528,-0.6079312731398876,5.713673923039174,0.014028974242670262,0.27726113978673567,0.050814183862816255,0,3.653421886009499,-1.0800947565345793,0
-0.5233337467898911,0.33085314785893094,-0.9866406535548842,1.3994128385773577,-0.04039529698270775,-0.9450806014567159,-0.5311398547965238,0.37298598544446776,1,-0.9316800447509727,-1.3715198673338487,0
-0.23447527184311237,-1.1452487156428304,1.2194622883100796,-0.5335851949281377,5.16275240197325,0.10993993181260889,0.27726113978673567,0.10450948412642484,0,2.477754724276045,-1.177236460134337,1
0.3432416780504451,-1.6919531095323719,1.0655481295753144,-0.5335851949281377,-0.22403580400468256,1.2608714226518722,0.39702425009536674,0.050814183862816255,1,-0.7553299704909544,-0.9829530529348236,1
-0.40779035681118003,-0.7625556399201514,0.19336789674498003,-0.16185480386938886,-0.1220133001035853,0.6854056772322406,0.726372803444102,0.8025483875533961,1,-0.049929673450881874,-0.6915279421355559,0
-0.23447527184311237,-0.543873882364335,-0.3196792990375697,-0.6822773513516374,0.36769471862168107,-0.5614367711769614,-0.2916136341792618,-0.056576416664400914,0,1.4784376368026086,-0.8858113493350677,0
0.11215489809302188,-0.21585124603061026,-0.8327264948201194,-0.16185480386938886,-0.08120429854314638,-0.6573477287469001,0.6066096931354711,0.050814183862816255,0,-0.7553299704909544,-0.20581942413677487,0
-0.8121922217366698,-0.7078852005311973,-0.6788123360853544,-0.087508725657639,-0.060799797762926926,0.4935837620923634,-0.20179130144778848,0.050814183862816255,1,-0.16749638962422742,-0.6915279421355559,1
-1.1588223916728047,-0.7625556399201514,-0.5762028969288445,-0.8309695077751371,-0.1628223016640242,-0.46552581360702283,-0.7107845202594704,-0.647224719564155,1,-0.5789798962309362,-1.0800947565345793,0
-0.40779035681118003,-0.6532147611422434,-0.1657651403028048,-0.5335851949281377,-0.1628223016640242,-1.1369025165965931,-1.0700738511853636,-0.2713576177188949,0,-0.40262982197091846,-0.8858113493350677,0
-0.6966488317579588,0.9868984205263804,-1.3970784101809242,-0.45923911671638806,-0.1628223016640242,-0.17779294089720699,-0.35149518933357726,0.2655953849172506,1,-0.6377632543176088,-0.9829530529348236,0
-0.2922469668324684,0.631540564498179,-1.3970784101809242,-0.3848930385046382,-0.1220133001035853,-0.7532586863168387,-0.9203699632995748,-0.1639670171916777,1,-0.40262982197091846,-0.20581942413677487,1
-0.9277356117153814,0.7955518826650415,-1.0379453731331392,-0.087508725657639,0.020818205357950616,0.10993993181260889,1.0557213567928374,-0.4861388187733292,1,-0.6965466124042816,-0.20581942413677487,0
-0.8121922217366698,0.8502223220539956,-1.3970784101809242,-0.013162647445889115,0.34729021784146163,0.5894947196623019,-0.2916136341792618,-0.056576416664400914,1,-0.520196538144264,0.18274739026225031,1
-0.0033884918856891943,0.6862110038871331,-0.7814217752418644,-0.16185480386938886,-0.10160879932336583,-0.08188198332726836,1.9838854616847281,-0.056576416664400914,0,0.00885368463579089,-0.20581942413677487,0
-0.8121922217366698,0.4128588069423622,-0.7814217752418644,6.083215765917594,-0.3056538071255604,2.315891955921197,1.0856621343699953,1.39319669045315,1,-0.8141133285776272,-0.9829530529348236,1
-1.7943110365557176,-1.1452487156428304,-0.11446042072454977,-0.5335851949281377,0.3064812162810227,-0.2737038984671456,0.09761647432378912,-0.5398341190369378,1,-0.6377632543176088,-1.177236460134337,0
-0.2922469668324684,0.631540564498179,-1.3970784101809242,2.217219698906605,-0.04039529698270775,-1.0409915590266545,-0.8604884081452592,1.0173295886078901,1,-0.6377632543176088,-0.7886696457353118,1
-0.2922469668324684,0.3855235872478851,-0.6788123360853544,-0.087508725657639,-0.04039529698270775,-1.2328134741665318,-0.9503107408767325,0.42668128570813596,1,-0.3438464638842457,0.37703079746176377,1
-0.1189318818644013,-0.8172260793091056,0.03945373801021528,-0.3105469602928883,-0.4484853125870963,-0.2737038984671456,-0.5011990772193661,0.050814183862816255,0,0.4203371912424996,-0.6915279421355559,1
-1.505452561608939,3.283056874862454,-0.9353359339766293,-0.7566234295633872,1.7143917701161637,-0.8491696438867773,-0.8305476305681014,-1.452654223518403,1,-1.0492467609243183,-0.5943862385357983,0
-0.5811054417792472,-0.43453300358642666,0.44989149463625483,2.5146040117536046,-0.28524930634534096,-0.3696148560370842,1.2054252446786262,0.5877671864989618,1,1.0081707721092266,0.08560568666249445,0
0.2854699830610895,0.4401940266368393,0.14206317716672504,0.2098755871893602,0.0004137045777311592,0.10993993181260889,-0.02214663598484192,0.48037658597174454,0,-0.8728966866643,-1.0800947565345793,0
-0.46556205180053556,-0.21585124603061026,-0.3709840186158246,0.06118343076586076,4.9791118949512745,-0.7532586863168387,-0.9802515184538902,0.050814183862816255,0,1.4196542787159359,0.08560568666249445,1
-0.1189318818644013,0.7135462235816102,-0.2683745794593147,-0.23620088208113843,-0.3872718102464379,-0.6573477287469001,-0.7107845202594704,0.050814183862816255,1,3.183155021316117,-0.10867772053701728,0
-0.8699639167260259,0.7682166629705643,-1.294468971024414,-0.5335851949281377,-0.7749573250706073,-1.0409915590266545,-1.0700738511853636,-0.2713576177188949,1,-0.8141133285776272,-0.8858113493350677,0
-2.1409412064918523,-0.05183992786374772,-0.6275076165070995,-0.3105469602928883,-0.6933393219497296,-0.7532586863168387,0.5467281379811555,-1.7748260251001142,1,-0.5789798962309362,2.6112899802561556,0
-0.35001866182182395,2.216983306777849,0.8090245316840396,-0.23620088208113843,0.5309307248634367,0.5894947196623019,2.0138262392618858,0.15820478439003344,0,0.4203371912424996,-1.177236460134337,0
0.22769828807173295,-1.309260033809693,1.2707670078883346,-0.6822773513516374,0.5105262240832172,-0.3696148560370842,-0.2916136341792618,0.10450948412642484,0,-0.46141318005759124,-0.8858113493350677,0
-1.1010506966834486,-0.7078852005311973,-0.21706985988105967,-0.6822773513516374,-0.4484853125870963,-1.0409915590266545,-1.0401330736082057,-0.4861388187733292,1,-0.5789798962309362,-1.177236460134337,0
-1.5632242565982948,-1.1999191550317845,0.5011962142145099,-0.8309695077751371,-0.28524930634534096,-0.3696148560370842,1.474892242873046,-0.7009200198278231,1,-0.46141318005759124,-1.177236460134337,0
0.2854699830610895,0.7135462235816102,-0.06315570114629475,-0.6079312731398876,-0.28524930634534096,-1.1369025165965931,-0.7107845202594704,0.21190008465364202,0,0.47912054932917236,-1.177236460134337,0
-0.9855073067047374,-0.05183992786374772,-1.1918595318679042,-0.23620088208113843,-0.3872718102464379,-0.7532586863168387,-0.9503107408767325,-0.5935294193005464,1,-0.16749638962422742,-0.9829530529348236,1
-0.9855073067047374,-0.16118080664165607,-1.1918595318679042,-0.3105469602928883,-0.4076763110266574,-0.9450806014567159,-0.9802515184538902,-0.647224719564155,1,-0.10871303153755464,-0.9829530529348236,1
0.16992659308237743,-0.8172260793091056,0.44989149463625483,0.3585677436128599,-0.14241780088380473,1.3567823802218109,2.163530127147675,0.15820478439003344,0,-0.5789798962309362,-0.9829530529348236,0
-0.40779035681118003,-0.1065103672527019,-0.6275076165070995,0.2098755871893602,0.44931272174255893,1.6445152529316267,0.7862543585984176,-0.647224719564155,0,-0.16749638962422742,-0.20581942413677487,1
-0.35001866182182395,0.4948644660257935,-1.1918595318679042,0.9533363693068583,-0.08120429854314638,0.8772275923721178,-0.05208741356199968,0.5877671864989618,1,-0.7553299704909544,-0.8858113493350677,0
1.0942737129120692,-0.5985443217532892,1.527290605779609,0.6559520564598591,-0.3668673094662185,-1.1369025165965931,-1.1000146287625212,0.21190008465364202,0,-0.16749638962422742,-0.7886696457353118,0
-0.46556205180053556,0.5495349054147477,-0.7814217752418644,1.9198353860596058,0.46971722252277837,3.275001531620583,1.8940631289532548,0.8562436878170047,0,0.6554706235891906,-0.9829530529348236,0
-0.2922469668324684,0.33085314785893094,-0.4735934577723346,-0.16185480386938886,-0.24444030478490203,0.10993993181260889,0.21737958463242016,0.42668128570813596,1,-0.40262982197091846,-0.4001028313362866,0
-0.5811054417792472,-0.7625556399201514,0.19336789674498003,-0.087508725657639,-0.28524930634534096,-0.6573477287469001,-0.02214663598484192,-0.2713576177188949,1,-0.6965466124042816,-0.20581942413677487,1
0.2854699830610895,-0.7078852005311973,0.6551103729492749,-0.23620088208113843,-0.18322680244424366,0.30176184695248615,0.15749802947810465,0.6951577870261789,1,-0.10871303153755464,-1.177236460134337,0
-0.35001866182182395,0.8775575417484721,1.1168528491535694,-0.5335851949281377,0.5513352256436562,0.39767280452242476,1.9539446841075705,0.050814183862816255,0,0.30277047506915405,-1.0800947565345793,0
-0.46556205180053556,-0.05183992786374772,-0.5762028969288445,-0.45923911671638806,-0.060799797762926926,-0.3696148560370842,-0.35149518933357726,0.050814183862816255,1,-0.22627974771090018,-0.8858113493350677,1
-0.7544205267473143,1.123574518998766,-1.1405548122896492,-0.3848930385046382,-0.14241780088380473,-0.2737038984671456,0.21737958463242016,-0.056576416664400914,1,-0.520196538144264,-0.5943862385357983,0
-0.6388771367686027,1.0689040796098117,-1.1405548122896492,1.585278034106732,-0.04039529698270775,-1.1369025165965931,-1.0700738511853636,-0.2713576177188949,1,-1.5782969837043725,0.47417250106151965,0
-0.6388771367686027,1.0689040796098117,-1.1405548122896492,1.585278034106732,-0.04039529698270775,-1.1369025165965931,-1.0700738511853636,-0.2713576177188949,1,-1.5782969837043725,-0.20581942413677487,0
-0.46556205180053556,-0.05183992786374772,-0.8327264948201194,-0.7566234295633872,-0.18322680244424366,-0.46552581360702283,-0.23173207902494625,0.050814183862816255,1,-0.46141318005759124,-0.7886696457353118,0
-0.9855073067047374,0.9595632008319034,-1.0379453731331392,-0.6822773513516374,-0.24444030478490203,-0.9450806014567159,-0.9503107408767325,-0.2713576177188949,1,-0.46141318005759124,0.27988909386200617,0
0.5743284580078682,-1.1452487156428304,1.527290605779609,-0.3848930385046382,-0.28524930634534096,1.069049507511995,0.5467281379811555,0.10450948412642484,0,0.7730373397625362,0.27988909386200617,0
-0.17670357685375684,0.9595632008319034,-1.1405548122896492,-0.45923911671638806,-0.28524930634534096,-0.7532586863168387,-0.8305476305681014,-0.2713576177188949,1,1.7135710691492991,-0.20581942413677487,1
-0.35001866182182395,0.5495349054147477,-0.9866406535548842,-0.45923911671638806,-0.24444030478490203,-0.08188198332726836,-0.5910214099508394,-0.002881116400792329,1,-0.6965466124042816,-0.8858113493350677,1
-0.35001866182182395,0.7682166629705643,-0.21706985988105967,-0.3105469602928883,0.0004137045777311592,0.10993993181260889,1.474892242873046,-0.2713576177188949,1,-1.0492467609243183,-0.8858113493350677,0
-0.35001866182182395,0.8775575417484721,-0.2683745794593147,-0.45923911671638806,-0.08120429854314638,0.2058508893825475,1.4150106877187305,-0.32505291798250346,1,-1.0492467609243183,-0.8858113493350677,0
-0.0033884918856891943,0.7955518826650415,-0.06315570114629475,-0.3105469602928883,-0.08120429854314638,-0.46552581360702283,-0.1119689687163152,0.48037658597174454,1,-0.7553299704909544,-1.177236460134337,0
0.8054152379652904,-1.1452487156428304,1.3733764470448446,-0.013162647445889115,0.12284070925904789,1.1649604650819336,1.0856621343699953,0.9099389880806132,0,0.9493874140225538,-0.7886696457353118,0
